,2012,2013,2014,2015,2016
ashamed;,0.0,1.0,0.0,0.0,1.0
ashen,0.0,0.0,0.0,2.0,0.0
ashes,0.0,5.0,2.0,7.0,1.0
"ashes,",0.0,0.0,2.0,1.0,1.0
ashes.,0.0,0.0,1.0,0.0,0.0
"asho',",0.0,1.0,0.0,0.0,0.0
ashore,0.0,11.0,0.0,0.0,0.0
"ashore,",0.0,1.0,0.0,0.0,0.0
ashore.,0.0,6.0,1.0,0.0,0.0
ashore;,0.0,2.0,0.0,0.0,0.0
aside,4.0,0.0,2.0,12.0,13.0
aside),0.0,0.0,0.0,0.0,1.0
"aside,",2.0,0.0,1.0,2.0,9.0
aside.,3.0,0.0,0.0,2.0,0.0
ask,23.0,28.0,15.0,61.0,91.0
ask!,0.0,1.0,0.0,0.0,0.0
ask!',0.0,0.0,1.0,0.0,0.0
"ask,",6.0,1.0,0.0,1.0,11.0
"ask,""",0.0,0.0,0.0,0.0,1.0
"ask--""",0.0,0.0,0.0,0.0,1.0
"ask-?""",0.0,0.0,0.0,0.0,1.0
ask.,0.0,1.0,4.0,0.0,4.0
"ask.""",0.0,0.0,0.0,0.0,1.0
"ask.""--",0.0,0.0,0.0,0.0,1.0
ask.',0.0,1.0,0.0,0.0,0.0
ask:,0.0,1.0,0.0,0.0,0.0
ask;,0.0,1.0,0.0,0.0,0.0
ask?,0.0,0.0,0.0,1.0,0.0
"ask?""",1.0,0.0,0.0,0.0,0.0
ask?',0.0,0.0,0.0,1.0,0.0
"ask?--""",0.0,0.0,0.0,0.0,1.0
askance,0.0,0.0,0.0,1.0,0.0
askance--,0.0,1.0,0.0,0.0,0.0
"aske),",1.0,0.0,0.0,0.0,0.0
"aske,",3.0,0.0,0.0,0.0,0.0
asked,62.0,39.0,44.0,92.0,60.0
"asked,",10.0,1.0,20.0,12.0,0.0
"asked,'",0.0,0.0,1.0,0.0,0.0
asked.,26.0,8.0,9.0,46.0,0.0
asked:,0.0,0.0,0.0,0.0,1.0
asked;,1.0,0.0,0.0,0.0,2.0
asketh,5.0,0.0,0.0,0.0,1.0
"asketh,",0.0,0.0,0.0,0.0,2.0
asketh.,0.0,0.0,0.0,0.0,1.0
asketisch,1.0,0.0,0.0,0.0,0.0
asking,5.0,8.0,4.0,10.0,21.0
asking!,0.0,1.0,0.0,0.0,0.0
"asking,",0.0,1.0,0.0,0.0,0.0
"asking,'",0.0,0.0,1.0,0.0,0.0
asking.,1.0,1.0,0.0,0.0,0.0
asks,1.0,1.0,2.0,0.0,0.0
asks.,0.0,0.0,0.0,1.0,0.0
asleep,3.0,14.0,10.0,2.0,0.0
asleep!,0.0,0.0,0.0,1.0,0.0
"asleep,",1.0,12.0,8.0,3.0,2.0
"asleep,""",0.0,0.0,0.0,1.0,0.0
"asleep,'",0.0,1.0,0.0,0.0,0.0
"asleep--and,",0.0,1.0,0.0,0.0,0.0
asleep--he's,0.0,1.0,0.0,0.0,0.0
asleep.,1.0,9.0,4.0,2.0,2.0
"asleep.""",0.0,0.0,1.0,0.0,0.0
asleep.',0.0,0.0,1.0,0.0,0.0
asleep;,0.0,1.0,2.0,1.0,1.0
asleep?,0.0,1.0,0.0,0.0,0.0
"asleep?""",0.0,0.0,2.0,0.0,1.0
"asp,",0.0,0.0,0.0,0.0,2.0
aspect,5.0,0.0,0.0,0.0,5.0
"aspect,",0.0,0.0,0.0,1.0,0.0
aspect.,0.0,0.0,0.0,1.0,2.0
aspect;,0.0,0.0,0.0,0.0,1.0
aspects,1.0,0.0,0.0,0.0,0.0
asperity,2.0,0.0,0.0,0.0,1.0
"asperity,",1.0,0.0,0.0,0.0,0.0
asphalt,5.0,0.0,0.0,0.0,0.0
"asphalt,",7.0,0.0,0.0,0.0,0.0
asphodel.,0.0,0.0,0.0,1.0,0.0
"aspilates,",0.0,0.0,0.0,1.0,0.0
aspire,2.0,0.0,0.0,0.0,0.0
"aspire,",0.0,0.0,0.0,0.0,1.0
aspired,0.0,0.0,0.0,1.0,0.0
aspires,1.0,0.0,0.0,0.0,0.0
asquint,1.0,0.0,0.0,0.0,0.0
ass,0.0,0.0,0.0,2.0,2.0
"ass!""",0.0,0.0,2.0,0.0,0.0
"ass,",0.0,0.0,0.0,0.0,1.0
"ass,""",0.0,0.0,2.0,0.0,0.0
ass--,0.0,0.0,0.0,0.0,1.0
ass.,0.0,0.0,0.0,0.0,1.0
"ass.""",0.0,0.0,1.0,0.0,0.0
assailant,1.0,0.0,0.0,0.0,0.0
assailants,1.0,0.0,0.0,0.0,0.0
"assailants,",1.0,0.0,0.0,0.0,0.0
assailants.,1.0,0.0,0.0,0.0,0.0
assailants;,0.0,0.0,0.0,1.0,0.0
assailed,0.0,0.0,2.0,0.0,0.0
assassinated,1.0,0.0,0.0,0.0,0.0
assassinated.,1.0,0.0,0.0,0.0,0.0
assassination,2.0,0.0,0.0,0.0,0.0
assassination.,1.0,0.0,0.0,0.0,0.0
assassins,2.0,0.0,0.0,0.0,0.0
assault,3.0,0.0,0.0,1.0,0.0
assaulted,0.0,0.0,0.0,1.0,0.0
"assaulted,",1.0,0.0,0.0,0.0,0.0
assaulteth,1.0,0.0,0.0,0.0,0.0
assaulting,1.0,0.0,0.0,0.0,0.0
assemble,7.0,0.0,0.0,0.0,18.0
"assemble,",2.0,0.0,0.0,0.0,0.0
"assemble.""",1.0,0.0,0.0,0.0,0.0
assembled,6.0,2.0,0.0,1.0,11.0
"assembled,",6.0,0.0,0.0,0.0,3.0
assembled.,2.0,0.0,0.0,0.0,1.0
assembled;,2.0,0.0,0.0,0.0,0.0
"assemblies,",0.0,0.0,0.0,0.0,4.0
assemblies;,1.0,0.0,0.0,0.0,0.0
assemblies;),1.0,0.0,0.0,0.0,0.0
assembling,2.0,0.0,0.0,0.0,2.0
assembly,13.0,0.0,0.0,0.0,8.0
assembly!,0.0,0.0,0.0,0.0,1.0
"assembly,",8.0,0.0,0.0,0.0,0.0
assembly.,0.0,0.0,0.0,0.0,1.0
assembly;,0.0,0.0,0.0,0.0,1.0
assent,1.0,0.0,0.0,0.0,1.0
"assent,",0.0,0.0,0.0,0.0,2.0
assent.,0.0,0.0,0.0,0.0,1.0
assent;,0.0,0.0,0.0,0.0,1.0
assented,1.0,0.0,0.0,1.0,3.0
"assented,",1.0,0.0,0.0,0.0,1.0
assented.,1.0,0.0,0.0,0.0,0.0
assenting,1.0,0.0,0.0,0.0,0.0
assents,0.0,0.0,0.0,0.0,1.0
assert,0.0,0.0,0.0,3.0,4.0
"assert,",0.0,0.0,0.0,0.0,1.0
asserted,2.0,0.0,0.0,1.0,2.0
asserting,1.0,0.0,0.0,0.0,1.0
assertion,0.0,0.0,0.0,1.0,5.0
"assertion,",1.0,0.0,0.0,0.0,3.0
assertion.,0.0,0.0,0.0,0.0,2.0
assertion;,0.0,0.0,0.0,0.0,1.0
assertions,1.0,0.0,0.0,0.0,2.0
"assertions,",1.0,0.0,0.0,0.0,0.0
assertions.,1.0,0.0,0.0,0.0,1.0
assertions;,0.0,0.0,0.0,0.0,1.0
"asses,",0.0,0.0,0.0,0.0,1.0
assets,1.0,0.0,0.0,0.0,0.0
assets.,1.0,0.0,0.0,0.0,0.0
assiduities,0.0,0.0,0.0,0.0,1.0
"assiduities,",0.0,0.0,0.0,0.0,1.0
"assiduity,",1.0,0.0,0.0,0.0,0.0
assiduous,0.0,0.0,0.0,0.0,2.0
assiduously,1.0,0.0,0.0,0.0,1.0
assign,4.0,0.0,0.0,0.0,0.0
assigne,1.0,0.0,0.0,0.0,0.0
assigned,9.0,0.0,0.0,0.0,2.0
"assigned,",1.0,0.0,0.0,0.0,0.0
assigneth,1.0,0.0,0.0,0.0,0.0
assist,10.0,0.0,0.0,2.0,29.0
"assist,",1.0,0.0,0.0,0.0,0.0
assistance,24.0,3.0,3.0,8.0,25.0
"assistance,",2.0,0.0,1.0,3.0,7.0
assistance.,4.0,0.0,0.0,3.0,2.0
assistance;,0.0,0.0,0.0,0.0,4.0
"assistance?""",0.0,0.0,0.0,1.0,0.0
assistant,0.0,0.0,0.0,10.0,0.0
assistant's,0.0,0.0,0.0,1.0,0.0
"assistant,",0.0,0.0,0.0,5.0,1.0
assistant.,0.0,0.0,0.0,3.0,0.0
"assistants,",0.0,0.0,0.0,1.0,0.0
assisted,1.0,0.0,0.0,2.0,9.0
assisting,1.0,0.0,0.0,1.0,3.0
"assisting,",1.0,0.0,0.0,0.0,0.0
"assisting.""",0.0,0.0,0.0,1.0,0.0
associate,1.0,0.0,0.0,5.0,1.0
"associate,",0.0,0.0,0.0,1.0,0.0
associated,53.0,21.0,22.0,32.0,21.0
associated),5.0,3.0,3.0,4.0,3.0
associates,1.0,0.0,0.0,0.0,0.0
associating,0.0,0.0,0.0,0.0,2.0
association,12.0,0.0,0.0,1.0,0.0
"association),",2.0,0.0,0.0,0.0,0.0
"association,",1.0,0.0,0.0,0.0,0.0
association;,1.0,0.0,0.0,0.0,0.0
associations,2.0,0.0,0.0,0.0,0.0
associations.,1.0,0.0,0.0,0.0,0.0
assoon,1.0,0.0,0.0,0.0,0.0
assoone,1.0,0.0,0.0,0.0,0.0
assorted,1.0,0.0,0.0,0.0,0.0
assuage,0.0,0.0,0.0,0.0,1.0
assume,2.0,0.0,0.0,2.0,3.0
assume.,0.0,0.0,0.0,1.0,0.0
assumed,14.0,0.0,1.0,3.0,1.0
assumed.,0.0,0.0,0.0,1.0,0.0
assuming,2.0,0.0,0.0,0.0,0.0
assumption,2.0,0.0,0.0,0.0,0.0
assumptions,1.0,0.0,0.0,0.0,0.0
assurance,9.0,0.0,0.0,1.0,23.0
"assurance,",1.0,0.0,0.0,0.0,3.0
assurance.,1.0,0.0,0.0,0.0,1.0
assurance;,0.0,0.0,0.0,0.0,2.0
assurances,1.0,0.0,0.0,0.0,16.0
"assurances,",0.0,0.0,0.0,0.0,2.0
assurances.,0.0,0.0,0.0,0.0,1.0
assure,18.0,0.0,2.0,17.0,71.0
"assure,",0.0,0.0,1.0,0.0,0.0
assured,15.0,0.0,3.0,7.0,54.0
"assured,",2.0,0.0,0.0,0.0,1.0
assured.,1.0,0.0,0.0,1.0,0.0
assuredly,2.0,0.0,0.0,1.0,4.0
"assuredly,",0.0,0.0,0.0,0.0,1.0
"assuredly,""",1.0,0.0,0.0,0.0,0.0
assures,0.0,0.0,0.0,2.0,0.0
assuring,4.0,0.0,0.0,2.0,6.0
ast,0.0,3.0,0.0,0.0,0.0
ast.,0.0,1.0,0.0,0.0,0.0
"astir,",0.0,0.0,0.0,1.0,0.0
astir.,0.0,0.0,1.0,0.0,0.0
"astonied,",1.0,0.0,0.0,0.0,0.0
astonish,0.0,0.0,0.0,0.0,1.0
astonish--and,0.0,0.0,0.0,0.0,1.0
astonished,4.0,1.0,4.0,1.0,37.0
"astonished,",0.0,3.0,0.0,1.0,8.0
"astonished,""",0.0,0.0,0.0,0.0,1.0
astonished.,0.0,0.0,0.0,0.0,1.0
astonished;,0.0,0.0,0.0,0.0,4.0
astonishin',0.0,1.0,0.0,0.0,0.0
astonishing,0.0,2.0,2.0,0.0,2.0
"astonishing!""--he",0.0,0.0,0.0,0.0,1.0
astonishing!--no,0.0,0.0,0.0,0.0,1.0
"astonishing,",0.0,1.0,0.0,0.0,1.0
astonishment,3.0,1.0,1.0,1.0,39.0
astonishment!--but,0.0,0.0,0.0,0.0,1.0
"astonishment,",0.0,0.0,0.0,5.0,15.0
astonishment.,4.0,1.0,2.0,3.0,5.0
astonishment;,0.0,0.0,0.0,0.0,4.0
astounded,1.0,0.0,1.0,0.0,0.0
astounding,0.0,0.0,1.0,2.0,0.0
astraddle,0.0,2.0,0.0,0.0,0.0
astrakhan,0.0,0.0,0.0,1.0,0.0
astray,0.0,0.0,0.0,0.0,4.0
"astray,",0.0,0.0,0.0,1.0,2.0
astray.,0.0,0.0,0.0,1.0,1.0
astray;,0.0,0.0,0.0,0.0,2.0
astride,6.0,0.0,0.0,0.0,0.0
astronomic,1.0,0.0,0.0,0.0,0.0
"astronomy,",0.0,0.0,0.0,1.0,0.0
astute,0.0,0.0,0.0,1.0,0.0
astuteness,0.0,0.0,0.0,1.0,0.0
asunder,1.0,0.0,0.0,0.0,2.0
"asunder,",1.0,0.0,0.0,0.0,1.0
asunder.,0.0,0.0,0.0,0.0,4.0
asunder;,2.0,0.0,0.0,0.0,0.0
aswell,1.0,0.0,0.0,0.0,0.0
"asylum,",0.0,0.0,0.0,1.0,0.0
at,1910.0,635.0,560.0,1324.0,1965.0
at!,0.0,0.0,0.0,1.0,0.0
"at!""",0.0,1.0,0.0,0.0,1.0
"at,",7.0,0.0,0.0,3.0,5.0
"at--""",0.0,1.0,0.0,0.0,0.0
at--one,0.0,0.0,0.0,1.0,0.0
at.,2.0,6.0,2.0,6.0,3.0
"at.""",0.0,1.0,0.0,0.0,0.0
at.--They,0.0,0.0,0.0,0.0,1.0
at:,1.0,0.0,2.0,0.0,0.0
at;,1.0,0.0,0.0,0.0,2.0
at?,0.0,0.0,0.0,1.0,1.0
atchieve,1.0,0.0,0.0,0.0,0.0
atchieved,1.0,0.0,0.0,0.0,0.0
ate,3.0,1.0,3.0,4.0,4.0
"ate,",1.0,0.0,0.0,0.0,4.0
atemlos,1.0,0.0,0.0,0.0,0.0
atheist,3.0,0.0,0.0,0.0,0.0
"atheist,",1.0,0.0,0.0,0.0,0.0
atheists;,1.0,0.0,0.0,0.0,0.0
"athirst,",0.0,0.0,0.0,0.0,2.0
atmen,6.0,0.0,0.0,0.0,0.0
atmosphere,2.0,0.0,0.0,1.0,0.0
"atmosphere,",0.0,0.0,0.0,0.0,1.0
atmosphere.,0.0,0.0,0.0,2.0,1.0
atoll,6.0,0.0,0.0,0.0,0.0
atolls,12.0,0.0,0.0,0.0,0.0
"atolls,",1.0,0.0,0.0,0.0,0.0
atolls;,1.0,0.0,0.0,0.0,0.0
atom,0.0,2.0,0.0,2.0,0.0
atomes,1.0,0.0,0.0,0.0,0.0
atomic,1.0,0.0,0.0,0.0,0.0
atoms,0.0,0.0,0.0,2.0,0.0
atone,1.0,0.0,0.0,5.0,9.0
atoned,0.0,0.0,0.0,1.0,2.0
atonement,0.0,0.0,0.0,0.0,25.0
"atonement,",0.0,0.0,0.0,0.0,3.0
atonement--,0.0,0.0,0.0,0.0,1.0
atonement--for,0.0,0.0,0.0,0.0,1.0
atonement--save,0.0,0.0,0.0,0.0,1.0
atonement.,0.0,0.0,0.0,1.0,0.0
atonement;,0.0,0.0,0.0,1.0,2.0
atones,0.0,0.0,0.0,1.0,0.0
atoneth,0.0,0.0,0.0,0.0,3.0
atoning,0.0,0.0,0.0,0.0,4.0
atrocious,1.0,0.0,0.0,0.0,0.0
atrocities,1.0,0.0,0.0,0.0,0.0
atrocities.,1.0,0.0,0.0,0.0,0.0
attach,0.0,0.0,0.0,0.0,8.0
attached,9.0,3.0,4.0,6.0,24.0
attaching,0.0,0.0,0.0,0.0,3.0
"attaching,",0.0,0.0,0.0,0.0,1.0
attachment,0.0,0.0,0.0,1.0,35.0
attachment's,0.0,0.0,0.0,0.0,1.0
"attachment,",0.0,0.0,0.0,0.0,13.0
attachment.,0.0,0.0,0.0,0.0,9.0
attachment;,0.0,0.0,0.0,0.0,2.0
attachment?,0.0,0.0,0.0,0.0,1.0
attachments,0.0,0.0,0.0,0.0,1.0
"attachments,",0.0,0.0,0.0,0.0,2.0
"attachments.""",0.0,0.0,0.0,0.0,1.0
attack,14.0,0.0,4.0,2.0,18.0
"attack,",2.0,0.0,0.0,0.0,2.0
attack--none,1.0,0.0,0.0,0.0,0.0
"attack?""",0.0,0.0,0.0,1.0,0.0
attacked,4.0,0.0,1.0,3.0,4.0
"attacked.""",1.0,0.0,0.0,0.0,0.0
attackers,1.0,0.0,0.0,0.0,0.0
attackers.,1.0,0.0,0.0,0.0,0.0
attacking,1.0,0.0,1.0,0.0,0.0
"attacking,",0.0,0.0,0.0,1.0,0.0
attacks,6.0,0.0,0.0,0.0,2.0
"attacks,",0.0,0.0,1.0,0.0,1.0
attacks.,0.0,0.0,0.0,0.0,1.0
attacks;,1.0,0.0,0.0,0.0,0.0
attain,3.0,0.0,0.0,3.0,3.0
"attainable,",0.0,0.0,0.0,0.0,1.0
attainable.,0.0,0.0,0.0,0.0,1.0
attained,12.0,0.0,0.0,0.0,1.0
"attained,",1.0,0.0,0.0,0.0,2.0
attained;,1.0,0.0,0.0,0.0,0.0
"attained?""",0.0,0.0,0.0,1.0,0.0
attaineth,1.0,0.0,0.0,0.0,0.0
attaining,9.0,0.0,0.0,0.0,0.0
"attaining,",2.0,0.0,0.0,0.0,0.0
attainments.,0.0,0.0,0.0,1.0,0.0
attainted,1.0,0.0,0.0,0.0,0.0
attayned,2.0,0.0,0.0,0.0,0.0
attempt,20.0,1.0,2.0,11.0,47.0
"attempt,",2.0,0.0,1.0,0.0,2.0
attempt.,1.0,0.0,0.0,0.0,0.0
"attempt.""",0.0,0.0,0.0,0.0,1.0
attempt:,1.0,0.0,0.0,0.0,0.0
attempt;,1.0,0.0,0.0,0.0,0.0
attempted,10.0,1.0,0.0,3.0,13.0
"attempted,",0.0,0.0,0.0,1.0,2.0
attempted.,1.0,0.0,0.0,0.0,2.0
"attempted.""",0.0,0.0,1.0,0.0,0.0
attempted;,0.0,0.0,0.0,0.0,1.0
attempteth,1.0,0.0,0.0,0.0,0.0
attempting,13.0,0.0,0.0,2.0,14.0
attempts,3.0,1.0,0.0,6.0,4.0
attempts.,1.0,0.0,0.0,0.0,0.0
attend,4.0,1.0,1.0,3.0,16.0
"attend,",0.0,0.0,1.0,0.0,0.0
attendance,0.0,0.0,0.0,0.0,5.0
"attendance,",0.0,0.0,0.0,0.0,2.0
attendance;,0.0,0.0,0.0,0.0,1.0
attendant,0.0,0.0,0.0,2.0,2.0
attendants,0.0,0.0,0.0,0.0,1.0
attendants.,0.0,0.0,0.0,0.0,1.0
attendants;,0.0,0.0,0.0,0.0,1.0
attended,2.0,1.0,2.0,1.0,43.0
"attended,",0.0,0.0,0.0,0.0,1.0
attending,1.0,2.0,0.0,0.0,18.0
attending!',0.0,1.0,0.0,0.0,0.0
"attending,",0.0,0.0,0.0,0.0,1.0
attends,1.0,1.0,0.0,0.0,0.0
attent,2.0,0.0,0.0,0.0,0.0
attention,15.0,2.0,3.0,21.0,77.0
attention!,0.0,0.0,0.0,0.0,1.0
"attention,",1.0,0.0,0.0,4.0,20.0
"attention,--",0.0,0.0,0.0,0.0,1.0
attention--the,1.0,0.0,0.0,0.0,0.0
attention.,2.0,1.0,1.0,5.0,17.0
"attention.""",0.0,0.0,0.0,1.0,0.0
attention.--To,0.0,0.0,0.0,0.0,1.0
attention:,0.0,0.0,0.0,0.0,1.0
attention;,0.0,0.0,0.0,0.0,10.0
attentions,2.0,0.0,0.0,1.0,28.0
"attentions,",0.0,0.0,0.0,1.0,3.0
attentions.,0.0,0.0,0.0,1.0,2.0
attentions;,0.0,0.0,0.0,0.0,1.0
attentive,0.0,0.0,0.0,0.0,14.0
"attentive,",1.0,0.0,0.0,0.0,1.0
attentive.,0.0,0.0,0.0,0.0,1.0
attentive;,0.0,0.0,0.0,0.0,1.0
attentively,1.0,0.0,0.0,0.0,4.0
"attentively,",0.0,0.0,1.0,0.0,1.0
attentively;,0.0,0.0,0.0,0.0,1.0
atteyning,1.0,0.0,0.0,0.0,0.0
attic,1.0,0.0,0.0,2.0,0.0
"attic,",0.0,0.0,0.0,2.0,0.0
attics,0.0,0.0,0.0,0.0,1.0
"attics,",0.0,0.0,0.0,1.0,0.0
attire,0.0,0.0,2.0,0.0,0.0
attired,0.0,0.0,0.0,1.0,0.0
attitude,9.0,0.0,0.0,2.0,7.0
"attitude,",1.0,1.0,1.0,1.0,2.0
attitude.,0.0,0.0,1.0,0.0,0.0
"attitude.""",0.0,0.0,0.0,0.0,1.0
attitudes,1.0,0.0,2.0,0.0,0.0
attitudes.,0.0,0.0,1.0,0.0,0.0
atto,1.0,0.0,0.0,0.0,0.0
attorney,0.0,0.0,0.0,0.0,2.0
"attorney,",0.0,0.0,0.0,0.0,1.0
attorneys,1.0,0.0,0.0,0.0,0.0
attract,4.0,0.0,0.0,1.0,3.0
attracted,9.0,0.0,1.0,6.0,5.0
attracting,3.0,0.0,0.0,0.0,0.0
attraction,1.0,0.0,0.0,2.0,3.0
"attraction,",0.0,0.0,0.0,0.0,1.0
attraction.,0.0,0.0,0.0,0.0,1.0
attraction;,0.0,0.0,0.0,0.0,1.0
attractions,0.0,0.0,0.0,2.0,5.0
"attractions,",0.0,0.0,0.0,0.0,2.0
attractions.,0.0,0.0,0.0,0.0,2.0
attractions.--,0.0,0.0,0.0,0.0,1.0
attractive,0.0,0.0,0.0,0.0,1.0
attractive.,1.0,0.0,0.0,0.0,0.0
attractive;,0.0,0.0,1.0,0.0,1.0
attracts,1.0,0.0,0.0,0.0,0.0
"attributable,",1.0,0.0,0.0,0.0,0.0
attribute,21.0,0.0,0.0,0.0,9.0
attributed,24.0,0.0,0.0,0.0,9.0
"attributed,",3.0,0.0,0.0,0.0,0.0
attributed;,0.0,0.0,0.0,0.0,1.0
attributes,2.0,0.0,0.0,0.0,0.0
"attributes,",1.0,0.0,0.0,0.0,0.0
attributeth,2.0,0.0,0.0,0.0,0.0
attributing,1.0,0.0,0.0,0.0,3.0
au,0.0,0.0,0.0,2.0,0.0
auch,12.0,0.0,0.0,0.0,0.0
"auch,",1.0,0.0,0.0,0.0,0.0
auch.,1.0,0.0,0.0,0.0,0.0
auction,0.0,9.0,0.0,1.0,0.0
auctioneer,0.0,0.0,0.0,1.0,0.0
"auctioneer,",0.0,1.0,0.0,0.0,0.0
audacious,0.0,0.0,0.0,1.0,0.0
audacity.,0.0,0.0,0.0,0.0,1.0
audible,1.0,0.0,0.0,1.0,3.0
audible--a,0.0,0.0,0.0,1.0,0.0
audibly.,0.0,1.0,0.0,0.0,0.0
audience,1.0,1.0,0.0,4.0,3.0
"audience,",0.0,1.0,0.0,0.0,0.0
audience--and,0.0,1.0,0.0,0.0,0.0
audience.,1.0,0.0,0.0,2.0,0.0
"auditors,",0.0,0.0,0.0,0.0,1.0
audits,1.0,0.0,0.0,0.0,0.0
auf,146.0,0.0,0.0,0.0,0.0
auf!,9.0,0.0,0.0,0.0,0.0
"auf,",7.0,0.0,0.0,0.0,0.0
auf.,5.0,0.0,0.0,0.0,0.0
aufblinkt.,1.0,0.0,0.0,0.0,0.0
aufbricht,1.0,0.0,0.0,0.0,0.0
"aufbäumten,",1.0,0.0,0.0,0.0,0.0
aufdeckt?,1.0,0.0,0.0,0.0,0.0
auferstanden!,1.0,0.0,0.0,0.0,0.0
auferstehn!,2.0,0.0,0.0,0.0,0.0
"auffuhren,",1.0,0.0,0.0,0.0,0.0
aufgebauscht,1.0,0.0,0.0,0.0,0.0
aufgebaut,2.0,0.0,0.0,0.0,0.0
"aufgebraucht,",1.0,0.0,0.0,0.0,0.0
"aufgebrochen,",1.0,0.0,0.0,0.0,0.0
aufgebrochen.,1.0,0.0,0.0,0.0,0.0
"aufgefahren,",1.0,0.0,0.0,0.0,0.0
aufgegangen!,1.0,0.0,0.0,0.0,0.0
"aufgegangen,",1.0,0.0,0.0,0.0,0.0
aufgegangenen,1.0,0.0,0.0,0.0,0.0
"aufgehoben,",1.0,0.0,0.0,0.0,0.0
aufgelöst,6.0,0.0,0.0,0.0,0.0
aufgequollen,1.0,0.0,0.0,0.0,0.0
aufgequollenen,1.0,0.0,0.0,0.0,0.0
aufgereizten,1.0,0.0,0.0,0.0,0.0
aufgerissen,1.0,0.0,0.0,0.0,0.0
aufgerissen.,1.0,0.0,0.0,0.0,0.0
aufgerollt,1.0,0.0,0.0,0.0,0.0
"aufgescheuert,",1.0,0.0,0.0,0.0,0.0
aufgeschrien,1.0,0.0,0.0,0.0,0.0
aufgeschwollen,1.0,0.0,0.0,0.0,0.0
aufgesprungen,1.0,0.0,0.0,0.0,0.0
"aufgesprungen,",1.0,0.0,0.0,0.0,0.0
aufgesteckt.,1.0,0.0,0.0,0.0,0.0
"aufgetan,",1.0,0.0,0.0,0.0,0.0
aufgeteilter,1.0,0.0,0.0,0.0,0.0
aufgetrennt!,1.0,0.0,0.0,0.0,0.0
aufgetriebenem,1.0,0.0,0.0,0.0,0.0
"aufgewacht,",2.0,0.0,0.0,0.0,0.0
aufgewacht.,1.0,0.0,0.0,0.0,0.0
"aufhebe,",2.0,0.0,0.0,0.0,0.0
aufklingt.,1.0,0.0,0.0,0.0,0.0
aufleuchteten,1.0,0.0,0.0,0.0,0.0
aufpeitschenden,1.0,0.0,0.0,0.0,0.0
aufquoll,1.0,0.0,0.0,0.0,0.0
aufrecht,1.0,0.0,0.0,0.0,0.0
aufreißen,1.0,0.0,0.0,0.0,0.0
"aufreißen,",1.0,0.0,0.0,0.0,0.0
aufreißt,1.0,0.0,0.0,0.0,0.0
aufrichten,1.0,0.0,0.0,0.0,0.0
aufs,2.0,0.0,0.0,0.0,0.0
aufscheuern,1.0,0.0,0.0,0.0,0.0
aufschlug,1.0,0.0,0.0,0.0,0.0
aufschreckt?,1.0,0.0,0.0,0.0,0.0
aufsprang,1.0,0.0,0.0,0.0,0.0
aufstehn!,1.0,0.0,0.0,0.0,0.0
auftun!,1.0,0.0,0.0,0.0,0.0
aufwärts,1.0,0.0,0.0,0.0,0.0
aufwärtsbreiten.,1.0,0.0,0.0,0.0,0.0
aufzuschwingen,1.0,0.0,0.0,0.0,0.0
aufzutreten.,1.0,0.0,0.0,0.0,0.0
aught,5.0,0.0,0.0,0.0,3.0
augment,1.0,0.0,0.0,0.0,2.0
"augment,",1.0,0.0,0.0,0.0,0.0
augmentation,1.0,0.0,0.0,0.0,0.0
augmented,3.0,0.0,0.0,0.0,2.0
augmented.,1.0,0.0,0.0,0.0,0.0
augmenting,1.0,0.0,0.0,0.0,1.0
august,0.0,0.0,0.0,1.0,0.0
aunt,0.0,0.0,0.0,3.0,37.0
"aunt!""",0.0,0.0,0.0,0.0,1.0
aunt's,0.0,2.0,0.0,3.0,6.0
"aunt's,",0.0,0.0,0.0,1.0,0.0
"aunt,",1.0,0.0,0.0,5.0,29.0
"aunt,""",0.0,0.0,0.0,0.0,2.0
aunt.,0.0,0.0,0.0,2.0,7.0
aunt;,0.0,0.0,0.0,0.0,3.0
aunts?,0.0,0.0,0.0,0.0,1.0
aurar,1.0,0.0,0.0,0.0,0.0
aus,124.0,0.0,0.0,0.0,0.0
"aus,",5.0,0.0,0.0,0.0,0.0
aus.,2.0,0.0,0.0,0.0,0.0
"ausbreiten,",1.0,0.0,0.0,0.0,0.0
"ausgebrannt,",1.0,0.0,0.0,0.0,0.0
ausgebrannt.,1.0,0.0,0.0,0.0,0.0
ausgebrochenen,1.0,0.0,0.0,0.0,0.0
ausgedörrten,1.0,0.0,0.0,0.0,0.0
ausgefranzten,1.0,0.0,0.0,0.0,0.0
ausgefretzt,1.0,0.0,0.0,0.0,0.0
ausgegoren,1.0,0.0,0.0,0.0,0.0
ausgegossen,1.0,0.0,0.0,0.0,0.0
ausgehöhlt,2.0,0.0,0.0,0.0,0.0
ausgekotzt.,1.0,0.0,0.0,0.0,0.0
"ausgepreßt,",1.0,0.0,0.0,0.0,0.0
ausgeraubt.,1.0,0.0,0.0,0.0,0.0
ausgerenkt.,1.0,0.0,0.0,0.0,0.0
"ausgespeiet,",1.0,0.0,0.0,0.0,0.0
"ausgestreckt,",1.0,0.0,0.0,0.0,0.0
"ausgesucht,",1.0,0.0,0.0,0.0,0.0
ausgesöhnt,1.0,0.0,0.0,0.0,0.0
ausgetrockneten,1.0,0.0,0.0,0.0,0.0
ausgeweht.,1.0,0.0,0.0,0.0,0.0
ausgezehrt,2.0,0.0,0.0,0.0,0.0
